                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                0.86072,                0.91449,                 1.2319,                0.63692,                0.52676,                0.56281,                0.40478,                 1.0721,                 1.2673,                 1.3261,               0.006238,               0.006238,               0.006238
                     78,                 0.8536,                 0.9193,                 1.2308,                 0.6295,                0.53579,                0.56258,                0.40399,                 1.0759,                 1.2708,                 1.3296,              0.0061885,              0.0061885,              0.0061885
                     79,                0.85191,                0.92852,                 1.2242,                0.61156,                0.54062,                0.56264,                0.40261,                 1.0812,                 1.2751,                 1.3348,               0.006139,               0.006139,               0.006139
                     80,                0.84402,                0.90938,                 1.2235,                0.63023,                0.53834,                0.56384,                0.40398,                  1.081,                 1.2739,                 1.3329,              0.0060895,              0.0060895,              0.0060895
                     81,                0.85907,                0.91076,                 1.2292,                0.62995,                0.53386,                0.56463,                0.40408,                 1.0808,                 1.2711,                 1.3338,                0.00604,                0.00604,                0.00604
                     82,                0.84586,                0.89912,                 1.2201,                0.63086,                0.54086,                0.56438,                0.40399,                 1.0779,                 1.2723,                 1.3328,              0.0059905,              0.0059905,              0.0059905
                     83,                0.84005,                0.88069,                 1.2109,                0.62693,                0.53839,                0.56369,                 0.4024,                 1.0838,                 1.2823,                 1.3374,               0.005941,               0.005941,               0.005941
                     84,                0.84385,                0.89114,                 1.2199,                0.63303,                0.53119,                 0.5648,                0.40301,                 1.0843,                  1.286,                  1.341,              0.0058915,              0.0058915,              0.0058915
                     85,                0.83967,                0.87304,                 1.2105,                0.62681,                0.54227,                0.56446,                0.40295,                 1.0899,                  1.295,                 1.3503,               0.005842,               0.005842,               0.005842
                     86,                 0.8345,                0.87542,                 1.2066,                 0.6248,                0.54026,                0.56287,                 0.4033,                 1.0845,                 1.2941,                 1.3436,              0.0057925,              0.0057925,              0.0057925
                     87,                0.82503,                0.86415,                 1.2059,                0.62407,                0.54255,                0.56292,                0.40257,                 1.0827,                 1.2975,                  1.343,               0.005743,               0.005743,               0.005743
                     88,                 0.8237,                0.85284,                 1.1994,                0.63115,                 0.5359,                0.56204,                 0.4025,                 1.0856,                 1.2973,                 1.3429,              0.0056935,              0.0056935,              0.0056935
                     89,                0.82579,                0.84907,                 1.1942,                0.65186,                0.52091,                0.56019,                0.40128,                 1.0879,                 1.3022,                 1.3407,               0.005644,               0.005644,               0.005644
                     90,                0.81114,                0.83363,                 1.1896,                 0.6378,                 0.5292,                0.55918,                0.40024,                 1.0836,                 1.3112,                 1.3363,              0.0055945,              0.0055945,              0.0055945
                     91,                0.81321,                0.83709,                  1.192,                0.63071,                0.53455,                0.55925,                0.40076,                 1.0861,                 1.3084,                 1.3394,               0.005545,               0.005545,               0.005545
                     92,                0.81021,                0.82801,                  1.192,                0.63048,                0.53386,                0.55935,                 0.4001,                 1.0886,                 1.3147,                 1.3438,              0.0054955,              0.0054955,              0.0054955
                     93,                0.80642,                0.82228,                 1.1879,                0.63409,                 0.5339,                0.55923,                0.40156,                  1.086,                 1.3157,                 1.3409,               0.005446,               0.005446,               0.005446
                     94,                 0.7957,                0.81316,                 1.1787,                0.63897,                0.53143,                0.56046,                0.40188,                 1.0859,                 1.3154,                 1.3414,              0.0053965,              0.0053965,              0.0053965
                     95,                0.79796,                0.80394,                 1.1783,                0.63676,                0.53162,                 0.5596,                0.40171,                 1.0865,                 1.3224,                 1.3418,               0.005347,               0.005347,               0.005347
                     96,                0.79635,                0.79992,                 1.1809,                0.64399,                0.52381,                0.55946,                0.40192,                 1.0906,                 1.3238,                 1.3457,              0.0052975,              0.0052975,              0.0052975
                     97,                0.79789,                0.80299,                 1.1767,                0.63199,                0.52966,                0.55891,                0.40196,                 1.0898,                 1.3236,                 1.3473,               0.005248,               0.005248,               0.005248
                     98,                0.78529,                 0.7791,                 1.1698,                0.63362,                0.52888,                0.55898,                0.40167,                 1.0906,                 1.3246,                 1.3473,              0.0051985,              0.0051985,              0.0051985
                     99,                0.78273,                0.77843,                 1.1721,                0.61522,                0.53927,                0.55757,                0.40191,                 1.0897,                 1.3251,                 1.3471,               0.005149,               0.005149,               0.005149
                    100,                 0.7812,                0.78563,                 1.1711,                0.62433,                0.53547,                0.55718,                0.40207,                 1.0904,                 1.3243,                 1.3503,              0.0050995,              0.0050995,              0.0050995
                    101,                0.78411,                0.76654,                 1.1664,                0.63839,                0.52921,                0.55708,                0.40205,                 1.0918,                 1.3295,                 1.3521,                0.00505,                0.00505,                0.00505
                    102,                0.77083,                0.77038,                 1.1589,                0.62973,                0.53336,                0.55493,                0.40082,                 1.0915,                  1.334,                 1.3518,              0.0050005,              0.0050005,              0.0050005
                    103,                0.78132,                0.76369,                 1.1592,                0.64469,                0.52187,                0.55444,                0.40088,                 1.0917,                 1.3375,                 1.3523,               0.004951,               0.004951,               0.004951
                    104,                  0.767,                0.74874,                 1.1511,                0.64774,                0.51765,                 0.5547,                0.40135,                 1.0915,                 1.3431,                 1.3513,              0.0049015,              0.0049015,              0.0049015
                    105,                0.76443,                0.74691,                 1.1555,                0.64083,                 0.5206,                0.55426,                0.40132,                 1.0942,                 1.3462,                 1.3541,               0.004852,               0.004852,               0.004852
                    106,                0.76118,                0.74217,                 1.1509,                0.63743,                0.52386,                0.55464,                0.40095,                 1.0973,                 1.3488,                 1.3578,              0.0048025,              0.0048025,              0.0048025
                    107,                0.76127,                0.73016,                  1.149,                0.64213,                0.52205,                0.55413,                0.39991,                 1.0962,                  1.353,                 1.3583,               0.004753,               0.004753,               0.004753
                    108,                0.76242,                0.73602,                 1.1501,                0.64146,                0.52165,                0.55372,                0.39993,                 1.0963,                 1.3548,                 1.3579,              0.0047035,              0.0047035,              0.0047035
                    109,                0.74669,                0.71714,                 1.1407,                0.63382,                0.52714,                0.55425,                0.40029,                 1.0974,                 1.3582,                 1.3584,               0.004654,               0.004654,               0.004654
                    110,                0.74864,                0.71292,                 1.1423,                0.63316,                0.53106,                0.55443,                 0.4013,                  1.096,                 1.3585,                 1.3562,              0.0046045,              0.0046045,              0.0046045
                    111,                0.74255,                0.71769,                 1.1428,                0.63859,                0.52544,                0.55499,                0.40164,                  1.096,                 1.3571,                 1.3569,               0.004555,               0.004555,               0.004555
                    112,                0.74393,                0.71605,                 1.1384,                0.61995,                0.53826,                0.55487,                0.40182,                 1.0959,                 1.3551,                 1.3586,              0.0045055,              0.0045055,              0.0045055
                    113,                 0.7497,                0.70945,                 1.1391,                0.62609,                0.53323,                0.55531,                 0.4016,                 1.0953,                 1.3585,                 1.3579,               0.004456,               0.004456,               0.004456
                    114,                0.73426,                0.69649,                 1.1304,                0.62271,                0.53658,                0.55451,                0.40096,                 1.0966,                 1.3647,                  1.359,              0.0044065,              0.0044065,              0.0044065
                    115,                0.72971,                0.68814,                 1.1244,                0.62965,                0.53279,                0.55359,                0.40027,                 1.0961,                  1.368,                 1.3587,               0.004357,               0.004357,               0.004357
                    116,                0.73526,                0.69221,                 1.1279,                0.61626,                0.54285,                0.55375,                0.40016,                 1.0975,                 1.3708,                 1.3611,              0.0043075,              0.0043075,              0.0043075
                    117,                0.72864,                0.68264,                 1.1306,                0.61643,                0.54028,                0.55382,                0.40007,                 1.0992,                  1.373,                 1.3635,               0.004258,               0.004258,               0.004258
                    118,                0.72137,                0.67406,                 1.1197,                 0.6178,                 0.5414,                0.55383,                0.40012,                 1.1015,                 1.3764,                 1.3657,              0.0042085,              0.0042085,              0.0042085
                    119,                0.71987,                0.67934,                  1.124,                0.61088,                0.54457,                0.55356,                0.39921,                 1.1028,                 1.3772,                 1.3672,               0.004159,               0.004159,               0.004159
                    120,                0.72074,                0.66998,                 1.1207,                0.62675,                 0.5355,                0.55374,                0.39944,                 1.1034,                 1.3783,                 1.3676,              0.0041095,              0.0041095,              0.0041095
                    121,                0.72337,                0.65889,                 1.1164,                0.62629,                0.53587,                0.55368,                0.39908,                 1.1038,                 1.3799,                 1.3683,                0.00406,                0.00406,                0.00406
                    122,                0.71474,                0.65952,                  1.116,                 0.6186,                0.53979,                0.55353,                 0.3996,                 1.1049,                 1.3811,                 1.3697,              0.0040105,              0.0040105,              0.0040105
                    123,                0.71028,                0.65341,                 1.1087,                0.61633,                 0.5413,                0.55355,                 0.3998,                 1.1055,                 1.3824,                 1.3698,               0.003961,               0.003961,               0.003961
                    124,                0.70803,                0.65448,                 1.1079,                0.61994,                0.54141,                0.55369,                0.39985,                 1.1048,                 1.3842,                 1.3693,              0.0039115,              0.0039115,              0.0039115
                    125,                0.70305,                0.64778,                 1.1069,                0.61796,                0.54351,                0.55442,                 0.3999,                 1.1049,                 1.3844,                 1.3706,               0.003862,               0.003862,               0.003862
                    126,                0.69857,                0.64288,                 1.1088,                0.61764,                0.54232,                0.55357,                0.39962,                 1.1044,                 1.3861,                 1.3704,              0.0038125,              0.0038125,              0.0038125
                    127,                0.69736,                0.63675,                 1.1008,                0.61831,                0.54108,                0.55326,                0.39923,                 1.1044,                 1.3886,                 1.3707,               0.003763,               0.003763,               0.003763
                    128,                0.69148,                0.63005,                 1.1005,                0.62202,                0.54005,                 0.5537,                0.39926,                 1.1049,                 1.3909,                 1.3714,              0.0037135,              0.0037135,              0.0037135
                    129,                0.68601,                0.62231,                 1.0952,                0.62273,                0.53727,                0.55321,                0.39891,                 1.1072,                  1.394,                 1.3738,               0.003664,               0.003664,               0.003664
                    130,                0.68928,                0.62061,                 1.0943,                0.61851,                0.54178,                0.55216,                0.39871,                 1.1081,                 1.3967,                 1.3751,              0.0036145,              0.0036145,              0.0036145
                    131,                0.68593,                0.62896,                  1.095,                 0.6208,                0.53862,                 0.5518,                0.39896,                 1.1101,                 1.3986,                 1.3777,               0.003565,               0.003565,               0.003565
                    132,                0.68887,                0.61351,                 1.0915,                0.62028,                0.53953,                0.55226,                0.39943,                 1.1106,                 1.4014,                 1.3783,              0.0035155,              0.0035155,              0.0035155
                    133,                0.67567,                0.60535,                 1.0906,                0.61137,                0.54394,                 0.5523,                0.39939,                 1.1115,                 1.4021,                 1.3793,               0.003466,               0.003466,               0.003466
                    134,                0.67408,                0.61095,                 1.0873,                0.61035,                0.54331,                  0.552,                0.39913,                 1.1118,                  1.404,                 1.3798,              0.0034165,              0.0034165,              0.0034165
                    135,                0.67178,                0.60088,                 1.0871,                0.63341,                 0.5293,                0.55205,                0.39929,                 1.1121,                 1.4054,                 1.3806,               0.003367,               0.003367,               0.003367
                    136,                0.66168,                0.59497,                 1.0768,                0.63465,                0.52742,                0.55163,                0.39927,                 1.1124,                  1.407,                 1.3809,              0.0033175,              0.0033175,              0.0033175
                    137,                0.66413,                0.59274,                 1.0827,                0.63134,                0.52961,                0.55144,                0.39897,                 1.1127,                 1.4087,                 1.3816,               0.003268,               0.003268,               0.003268
                    138,                0.66454,                0.59035,                 1.0775,                0.63992,                0.52589,                0.55154,                  0.399,                 1.1128,                 1.4102,                 1.3825,              0.0032185,              0.0032185,              0.0032185
                    139,                0.65259,                0.58475,                 1.0753,                0.63426,                0.52927,                 0.5519,                0.39909,                 1.1136,                 1.4112,                 1.3838,               0.003169,               0.003169,               0.003169
                    140,                0.65833,                0.57846,                 1.0734,                0.63131,                0.53048,                0.55139,                0.39904,                 1.1143,                 1.4131,                 1.3847,              0.0031195,              0.0031195,              0.0031195
                    141,                0.65878,                0.57704,                 1.0729,                0.63356,                0.52866,                0.55155,                0.39929,                 1.1149,                 1.4139,                 1.3857,                0.00307,                0.00307,                0.00307
                    142,                0.65288,                0.57199,                 1.0692,                0.63365,                 0.5283,                0.55088,                0.39873,                 1.1142,                 1.4162,                 1.3855,              0.0030205,              0.0030205,              0.0030205
                    143,                0.64949,                0.56475,                 1.0656,                0.63535,                0.52859,                0.55126,                0.39847,                 1.1143,                 1.4186,                 1.3856,               0.002971,               0.002971,               0.002971
                    144,                0.64415,                0.56223,                 1.0686,                0.63702,                0.52794,                0.55106,                0.39846,                 1.1154,                 1.4212,                 1.3866,              0.0029215,              0.0029215,              0.0029215
                    145,                0.64695,                0.55588,                 1.0616,                0.64025,                0.52657,                 0.5509,                0.39882,                 1.1164,                 1.4227,                 1.3877,               0.002872,               0.002872,               0.002872
                    146,                0.63783,                0.55472,                  1.063,                0.64062,                0.52579,                0.55086,                0.39843,                 1.1168,                 1.4241,                 1.3884,              0.0028225,              0.0028225,              0.0028225
                    147,                0.63522,                0.54841,                 1.0576,                0.64053,                  0.525,                0.55072,                0.39815,                 1.1168,                 1.4262,                  1.389,               0.002773,               0.002773,               0.002773
                    148,                0.63195,                0.54208,                 1.0566,                0.64036,                0.52475,                0.55054,                0.39757,                 1.1169,                 1.4288,                  1.389,              0.0027235,              0.0027235,              0.0027235
                    149,                0.63465,                0.54123,                 1.0535,                0.63972,                0.52495,                0.55056,                0.39776,                 1.1179,                 1.4307,                 1.3902,               0.002674,               0.002674,               0.002674
                    150,                0.62498,                0.53829,                 1.0544,                0.63878,                0.52534,                0.55014,                0.39759,                 1.1179,                 1.4326,                 1.3905,              0.0026245,              0.0026245,              0.0026245
                    151,                0.62868,                0.54004,                  1.052,                0.63828,                0.52597,                0.55058,                0.39779,                 1.1183,                 1.4335,                 1.3912,               0.002575,               0.002575,               0.002575
                    152,                0.61987,                0.52619,                 1.0482,                0.63856,                0.52704,                0.55086,                0.39788,                 1.1182,                  1.435,                 1.3914,              0.0025255,              0.0025255,              0.0025255
                    153,                0.61888,                0.52333,                 1.0447,                0.63675,                0.52834,                0.55076,                0.39762,                 1.1183,                 1.4365,                  1.392,               0.002476,               0.002476,               0.002476
                    154,                 0.6142,                0.51737,                 1.0435,                0.63873,                0.52782,                0.55083,                0.39778,                 1.1188,                 1.4377,                 1.3926,              0.0024265,              0.0024265,              0.0024265
