                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.45865,                0.56815,                0.30827,                0.85281,                0.92299,                0.91037,                0.93531,                0.79145,                0.91974,                0.90287,                0.93065,                0.71407,                0.75678,                0.98632,                0.54642,                 1.0611,               0.004852,               0.004852,               0.004852
                    106,                0.45702,                0.56496,                0.30536,                0.84917,                0.92106,                0.90843,                0.93442,                0.79084,                0.91883,                  0.903,                0.93141,                 0.7132,                0.75691,                0.98701,                 0.5465,                 1.0614,              0.0048025,              0.0048025,              0.0048025
                    107,                0.44867,                0.55979,                0.30351,                0.84783,                0.92105,                0.91241,                0.93559,                0.79064,                0.91576,                0.90798,                0.93131,                0.71304,                0.75647,                0.98726,                0.54531,                 1.0611,               0.004753,               0.004753,               0.004753
                    108,                0.45057,                0.55836,                0.30217,                0.84895,                 0.9189,                0.91391,                 0.9349,                0.79023,                0.91405,                0.90951,                0.93139,                0.71093,                0.75649,                0.98839,                0.54575,                 1.0608,              0.0047035,              0.0047035,              0.0047035
                    109,                0.44564,                0.55357,                 0.2991,                0.84696,                0.92227,                0.91166,                0.93513,                0.79007,                0.91695,                0.90758,                0.93097,                0.71174,                0.75593,                0.98976,                0.54338,                 1.0607,               0.004654,               0.004654,               0.004654
                    110,                0.44431,                0.55222,                0.29882,                0.84678,                0.91668,                0.91436,                 0.9351,                0.78952,                0.91141,                 0.9095,                0.93024,                0.71138,                0.75637,                0.99136,                 0.5436,                 1.0607,              0.0046045,              0.0046045,              0.0046045
                    111,                0.44125,                0.54327,                0.29467,                0.84628,                 0.9169,                 0.9142,                0.93514,                0.78944,                0.91154,                0.90928,                0.93026,                0.71327,                0.75614,                0.99206,                0.54251,                 1.0599,               0.004555,               0.004555,               0.004555
                    112,                0.44045,                0.54916,                0.29678,                 0.8462,                0.92248,                0.90999,                0.93474,                 0.7912,                0.91799,                 0.9069,                0.93151,                 0.7139,                0.75589,                0.99393,                0.54154,                 1.0597,              0.0045055,              0.0045055,              0.0045055
                    113,                0.44277,                0.54722,                 0.2936,                0.84439,                0.92224,                0.91036,                 0.9341,                0.79106,                  0.917,                0.90678,                 0.9312,                0.71407,                0.75651,                0.99563,                0.54146,                 1.0599,               0.004456,               0.004456,               0.004456
                    114,                0.43904,                0.54675,                0.29291,                0.84462,                 0.9218,                0.91118,                0.93428,                0.79183,                0.91518,                0.90938,                 0.9313,                0.71308,                0.75633,                0.99749,                0.54163,                 1.0599,              0.0044065,              0.0044065,              0.0044065
                    115,                0.43419,                0.54071,                0.29169,                0.84294,                0.92325,                0.90997,                0.93405,                0.79134,                0.91531,                 0.9081,                0.93171,                0.71207,                0.75593,                0.99911,                0.54094,                 1.0599,               0.004357,               0.004357,               0.004357
                    116,                0.43102,                0.53671,                0.29138,                0.84285,                0.92341,                0.91016,                0.93447,                0.79152,                0.91886,                0.90662,                0.93103,                 0.7115,                0.75656,                 1.0007,                0.54125,                 1.0607,              0.0043075,              0.0043075,              0.0043075
                    117,                0.43007,                0.53201,                0.28882,                0.84315,                0.92374,                0.90988,                0.93433,                0.79101,                0.91918,                 0.9061,                0.93092,                0.71142,                0.75667,                 1.0016,                0.54131,                  1.061,               0.004258,               0.004258,               0.004258
                    118,                0.42928,                0.53203,                0.28831,                0.84242,                0.92465,                 0.9084,                0.93421,                0.79204,                0.92031,                0.90441,                0.93077,                0.71113,                0.75681,                 1.0031,                0.54166,                  1.061,              0.0042085,              0.0042085,              0.0042085
                    119,                0.42627,                0.52867,                0.28464,                0.83962,                0.92425,                0.90913,                0.93431,                0.79266,                0.92054,                0.90453,                 0.9309,                 0.7119,                0.75758,                 1.0045,                0.54174,                 1.0623,               0.004159,               0.004159,               0.004159
                    120,                0.42513,                0.52635,                0.28442,                0.83885,                0.92452,                0.90826,                0.93442,                0.79288,                0.92037,                0.90426,                0.93107,                0.71137,                0.75756,                 1.0065,                0.54261,                 1.0626,              0.0041095,              0.0041095,              0.0041095
                    121,                0.42398,                 0.5271,                0.28345,                0.84182,                0.92466,                0.90783,                0.93443,                0.79295,                0.92086,                0.90389,                0.93105,                0.71306,                0.75791,                 1.0082,                0.54256,                 1.0629,                0.00406,                0.00406,                0.00406
                    122,                0.42165,                 0.5261,                0.28226,                0.83818,                0.92524,                0.90768,                0.93449,                0.79369,                0.92149,                0.90345,                0.93104,                0.71333,                0.75776,                 1.0102,                0.54389,                 1.0628,              0.0040105,              0.0040105,              0.0040105
                    123,                0.42003,                0.52267,                0.28216,                0.83764,                 0.9253,                0.90741,                0.93436,                0.79352,                0.92126,                0.90341,                0.92999,                 0.7135,                0.75753,                 1.0113,                0.54523,                 1.0626,               0.003961,               0.003961,               0.003961
                    124,                0.41674,                0.51627,                0.27947,                0.83787,                 0.9251,                  0.907,                0.93415,                0.79322,                0.92136,                0.90287,                0.93012,                0.71348,                0.75724,                 1.0123,                0.54527,                 1.0623,              0.0039115,              0.0039115,              0.0039115
                    125,                0.41385,                0.51638,                0.27796,                0.83575,                 0.9232,                0.90618,                0.93407,                0.79447,                0.91934,                0.90233,                0.93013,                0.71258,                0.75618,                 1.0138,                0.54521,                 1.0598,               0.003862,               0.003862,               0.003862
                    126,                0.41281,                0.51364,                0.27682,                0.83643,                0.92379,                0.90687,                0.93418,                0.79362,                0.92038,                0.90263,                0.93002,                0.71303,                0.75559,                 1.0152,                0.54511,                 1.0602,              0.0038125,              0.0038125,              0.0038125
                    127,                0.41227,                0.51265,                0.27476,                0.83581,                 0.9226,                0.90607,                0.93411,                0.79287,                0.91967,                0.90193,                0.93005,                0.71298,                0.75636,                 1.0163,                0.54461,                 1.0607,               0.003763,               0.003763,               0.003763
                    128,                0.40919,                0.50691,                0.27452,                0.83517,                0.92206,                0.90641,                0.93387,                0.79249,                0.91796,                0.90261,                0.92978,                0.71403,                0.75661,                 1.0183,                0.54513,                  1.061,              0.0037135,              0.0037135,              0.0037135
                    129,                0.40786,                0.50981,                0.27371,                0.83484,                0.92258,                0.90615,                0.93376,                 0.7921,                0.91919,                0.90225,                0.92983,                0.71366,                 0.7563,                 1.0196,                0.54566,                 1.0609,               0.003664,               0.003664,               0.003664
                    130,                 0.4086,                0.50669,                0.27201,                0.83625,                0.92256,                 0.9062,                0.93391,                0.79159,                0.91846,                0.90252,                0.93013,                0.71559,                0.75593,                 1.0209,                0.54613,                 1.0604,              0.0036145,              0.0036145,              0.0036145
                    131,                0.40352,                 0.5036,                0.26997,                0.83305,                0.92258,                0.90615,                0.93395,                0.79197,                0.91843,                0.90241,                0.93007,                0.71573,                0.75559,                 1.0225,                0.54592,                 1.0597,               0.003565,               0.003565,               0.003565
                    132,                 0.4045,                0.50028,                0.27047,                0.83387,                0.92293,                0.90593,                0.93413,                 0.7922,                0.91875,                0.90219,                0.93009,                0.71566,                0.75545,                 1.0252,                0.54543,                 1.0599,              0.0035155,              0.0035155,              0.0035155
                    133,                0.40173,                0.49959,                0.26773,                0.83282,                0.92307,                0.90596,                0.93397,                0.79114,                0.91891,                0.90222,                0.92988,                0.71527,                 0.7552,                 1.0254,                0.54561,                 1.0596,               0.003466,               0.003466,               0.003466
                    134,                0.39981,                0.50021,                0.26706,                0.83308,                0.92325,                0.90603,                0.93432,                0.79174,                0.91886,                0.90228,                0.93022,                0.71494,                0.75552,                 1.0273,                0.54597,                 1.0601,              0.0034165,              0.0034165,              0.0034165
                    135,                 0.3972,                0.49454,                0.26475,                0.83311,                0.92324,                0.90597,                0.93401,                0.79208,                0.91885,                0.90222,                0.92984,                0.71475,                0.75506,                 1.0288,                0.54551,                 1.0599,               0.003367,               0.003367,               0.003367
                    136,                0.39351,                0.48881,                0.26364,                0.83064,                0.92337,                0.90581,                0.93399,                0.79192,                0.91906,                0.90213,                0.92962,                0.71464,                0.75503,                 1.0305,                0.54466,                   1.06,              0.0033175,              0.0033175,              0.0033175
                    137,                0.39301,                0.49088,                 0.2632,                0.83084,                 0.9232,                0.90584,                0.93398,                0.79267,                0.91919,                0.90205,                 0.9299,                0.71411,                0.75492,                 1.0322,                0.54573,                 1.0601,               0.003268,               0.003268,               0.003268
                    138,                0.39219,                0.49065,                0.26225,                0.83064,                0.92333,                 0.9056,                0.93403,                 0.7933,                 0.9197,                0.90185,                0.92996,                0.71498,                0.75509,                 1.0337,                0.54543,                 1.0603,              0.0032185,              0.0032185,              0.0032185
                    139,                 0.3889,                0.48364,                0.26099,                0.82771,                0.92399,                0.90537,                0.93428,                0.79258,                 0.9201,                0.90172,                0.93035,                0.71497,                0.75477,                  1.035,                0.54571,                 1.0603,               0.003169,               0.003169,               0.003169
                    140,                0.38683,                0.48473,                0.25824,                0.82999,                 0.9245,                0.90517,                0.93419,                0.79278,                0.92048,                0.90159,                0.93044,                0.71585,                0.75548,                 1.0365,                0.54606,                  1.061,              0.0031195,              0.0031195,              0.0031195
                    141,                0.38616,                 0.4816,                0.25812,                0.82953,                0.92386,                0.90504,                0.93411,                0.79321,                0.92027,                0.90152,                0.93029,                0.71596,                0.75565,                 1.0385,                0.54617,                 1.0611,                0.00307,                0.00307,                0.00307
                    142,                 0.3826,                0.47586,                0.25533,                0.82816,                0.92475,                0.90502,                0.93383,                 0.7931,                0.92084,                 0.9015,                0.93006,                0.71559,                0.75605,                 1.0399,                0.54737,                 1.0613,              0.0030205,              0.0030205,              0.0030205
                    143,                0.38396,                0.47927,                0.25701,                0.82975,                0.92535,                0.90497,                0.93385,                0.79346,                0.92155,                0.90144,                 0.9303,                0.71611,                0.75601,                 1.0416,                0.54747,                 1.0616,               0.002971,               0.002971,               0.002971
                    144,                0.38229,                0.47092,                0.25473,                0.82753,                 0.9258,                0.90494,                  0.934,                0.79391,                0.92188,                0.90143,                0.93052,                 0.7154,                0.75617,                 1.0434,                0.54703,                 1.0617,              0.0029215,              0.0029215,              0.0029215
                    145,                0.37858,                0.47017,                0.25179,                0.82812,                0.92636,                0.90499,                0.93444,                0.79437,                 0.9225,                0.90141,                 0.9308,                0.71541,                0.75659,                 1.0453,                0.54705,                 1.0621,               0.002872,               0.002872,               0.002872
                    146,                0.37529,                0.46601,                0.25148,                0.82659,                0.92649,                0.90498,                0.93429,                0.79441,                 0.9231,                 0.9012,                0.93059,                0.71516,                0.75677,                  1.048,                0.54751,                 1.0627,              0.0028225,              0.0028225,              0.0028225
                    147,                0.37688,                0.47036,                0.25198,                 0.8274,                0.92636,                0.90506,                0.93455,                0.79447,                0.92231,                0.90146,                0.93082,                0.71513,                0.75686,                 1.0501,                0.54782,                 1.0627,               0.002773,               0.002773,               0.002773
                    148,                0.37164,                0.46006,                0.24772,                0.82637,                0.92602,                0.90509,                0.93468,                0.79532,                0.92222,                0.90146,                0.93095,                0.71532,                0.75715,                 1.0516,                0.54767,                 1.0626,              0.0027235,              0.0027235,              0.0027235
                    149,                0.37011,                0.46188,                0.24729,                0.82476,                0.92648,                0.90504,                0.93472,                0.79599,                0.92256,                0.90135,                0.93097,                0.71531,                0.75739,                 1.0527,                0.54789,                 1.0631,               0.002674,               0.002674,               0.002674
                    150,                0.36836,                0.46037,                 0.2463,                0.82506,                0.92632,                0.90506,                0.93482,                0.79511,                0.92289,                0.90125,                0.93085,                0.71599,                0.75773,                 1.0534,                0.54782,                 1.0633,              0.0026245,              0.0026245,              0.0026245
                    151,                0.36777,                0.45876,                0.24678,                0.82501,                0.92655,                0.90497,                0.93494,                0.79552,                0.92294,                0.90123,                 0.9312,                0.71586,                0.75799,                 1.0541,                0.54802,                 1.0634,               0.002575,               0.002575,               0.002575
                    152,                0.36623,                 0.4544,                0.24451,                  0.824,                0.92737,                0.90477,                0.93484,                0.79542,                0.92345,                0.90112,                0.93113,                  0.716,                0.75783,                 1.0564,                0.54764,                 1.0635,              0.0025255,              0.0025255,              0.0025255
                    153,                 0.3657,                0.45439,                0.24392,                0.82493,                0.92742,                0.90477,                0.93496,                0.79527,                0.92346,                0.90096,                0.93114,                0.71672,                0.75759,                 1.0585,                0.54778,                 1.0633,               0.002476,               0.002476,               0.002476
                    154,                0.36269,                0.45521,                0.24192,                0.82356,                0.92745,                0.90471,                  0.935,                 0.7962,                0.92368,                0.90092,                0.93124,                0.71696,                0.75751,                 1.0608,                0.54769,                 1.0632,              0.0024265,              0.0024265,              0.0024265
                    155,                0.36251,                0.45437,                0.24294,                0.82357,                0.92786,                0.90456,                0.93508,                0.79642,                0.92389,                 0.9009,                0.93134,                0.71682,                0.75799,                 1.0624,                0.54722,                 1.0634,               0.002377,               0.002377,               0.002377
                    156,                0.35873,                0.44722,                0.23886,                 0.8227,                0.92805,                0.90451,                0.93524,                0.79635,                0.92445,                 0.9007,                0.93135,                0.71666,                 0.7584,                 1.0642,                0.54719,                 1.0639,              0.0023275,              0.0023275,              0.0023275
                    157,                0.35785,                0.44776,                0.23952,                0.82162,                0.92847,                0.90425,                0.93425,                0.79565,                0.92438,                0.90065,                0.93123,                0.71662,                 0.7601,                 1.0663,                0.54721,                 1.0666,               0.002278,               0.002278,               0.002278
                    158,                0.35306,                0.43948,                 0.2357,                0.82015,                0.92891,                0.90414,                0.93476,                0.79662,                0.92481,                0.90053,                0.93126,                0.71704,                0.75978,                 1.0691,                0.54759,                 1.0667,              0.0022285,              0.0022285,              0.0022285
                    159,                0.35367,                0.44191,                0.23676,                0.82154,                0.92904,                0.90408,                0.93478,                0.79706,                0.92503,                0.90049,                0.93111,                0.71717,                0.75975,                 1.0708,                0.54794,                 1.0669,               0.002179,               0.002179,               0.002179
                    160,                0.35284,                0.44318,                0.23558,                0.82196,                  0.929,                0.90413,                0.93485,                0.79535,                0.92489,                0.90051,                0.93216,                0.71724,                0.75974,                 1.0723,                0.54736,                 1.0669,              0.0021295,              0.0021295,              0.0021295
                    161,                0.35157,                0.43837,                0.23409,                0.82035,                0.92952,                0.90366,                0.93496,                  0.796,                0.92454,                0.90029,                0.93265,                0.71793,                0.75962,                 1.0751,                0.54682,                 1.0666,                0.00208,                0.00208,                0.00208
                    162,                0.34754,                0.43225,                0.23197,                0.81868,                0.92999,                0.90362,                0.93509,                0.79633,                0.92458,                0.90028,                 0.9328,                0.71819,                0.75989,                 1.0763,                0.54779,                 1.0669,              0.0020305,              0.0020305,              0.0020305
                    163,                0.34461,                0.43114,                0.23018,                0.81875,                0.93063,                0.90401,                 0.9357,                0.79636,                 0.9255,                0.90012,                0.93278,                 0.7185,                0.76051,                 1.0779,                0.54776,                 1.0679,               0.001981,               0.001981,               0.001981
                    164,                 0.3457,                0.43422,                0.23079,                0.81979,                 0.9301,                0.90308,                0.93526,                0.79675,                0.92559,                0.89977,                0.93303,                 0.7198,                0.76064,                   1.08,                0.54777,                 1.0677,              0.0019315,              0.0019315,              0.0019315
                    165,                0.34287,                0.42839,                0.22828,                0.81701,                0.92904,                0.90233,                 0.9355,                0.79728,                0.92446,                 0.8988,                0.93252,                0.71929,                0.76103,                 1.0815,                0.54772,                 1.0679,               0.001882,               0.001882,               0.001882
                    166,                0.33827,                0.42375,                0.22543,                0.81743,                0.92896,                0.90232,                0.93652,                0.79753,                0.92473,                0.89865,                0.93236,                0.71858,                0.76126,                 1.0839,                0.54788,                 1.0683,              0.0018325,              0.0018325,              0.0018325
                    167,                0.33912,                0.42548,                0.22631,                 0.8169,                0.93137,                0.90321,                0.93598,                0.79699,                0.90413,                0.91813,                 0.9327,                 0.7172,                0.76112,                 1.0857,                0.54768,                 1.0687,               0.001783,               0.001783,               0.001783
                    168,                0.33967,                0.42531,                0.22567,                0.81815,                0.93141,                0.90321,                 0.9361,                0.79696,                0.90526,                0.91826,                0.93278,                0.71637,                0.76122,                 1.0871,                0.54729,                 1.0685,              0.0017335,              0.0017335,              0.0017335
                    169,                0.33594,                0.42308,                0.22507,                0.81693,                0.93143,                0.90312,                0.93586,                0.79706,                0.92529,                0.89815,                0.93216,                0.71654,                0.76182,                 1.0893,                 0.5476,                 1.0689,               0.001684,               0.001684,               0.001684
                    170,                0.33153,                0.41641,                 0.2223,                0.81581,                0.93186,                0.90357,                0.93753,                0.79893,                0.90488,                0.91764,                0.93247,                0.71655,                0.76211,                 1.0913,                0.54818,                 1.0694,              0.0016345,              0.0016345,              0.0016345
                    171,                0.33129,                0.41486,                0.22231,                0.81553,                0.93179,                0.90276,                0.93595,                0.79789,                0.90585,                0.91757,                0.93264,                0.71571,                0.76141,                 1.0936,                0.54745,                 1.0677,               0.001585,               0.001585,               0.001585
                    172,                0.32922,                0.41152,                0.22074,                0.81502,                0.93208,                0.90264,                0.93589,                0.79841,                0.90587,                0.91761,                0.93262,                0.71583,                0.76133,                 1.0954,                0.54706,                 1.0678,              0.0015355,              0.0015355,              0.0015355
                    173,                 0.3254,                0.40729,                0.21891,                0.81376,                0.93181,                0.90271,                 0.9372,                0.79868,                 0.9061,                 0.9177,                0.93266,                0.71593,                0.76139,                 1.0975,                0.54659,                  1.068,               0.001486,               0.001486,               0.001486
                    174,                0.32505,                0.41025,                0.21711,                0.81412,                0.93297,                0.90345,                0.93738,                0.79893,                 0.9061,                0.91767,                0.93286,                0.71648,                0.76099,                 1.0992,                0.54751,                 1.0681,              0.0014365,              0.0014365,              0.0014365
                    175,                0.32329,                0.40417,                 0.2172,                0.81467,                0.93331,                0.90332,                0.93706,                0.79936,                0.90627,                0.91936,                0.93297,                0.71601,                0.76109,                 1.1015,                0.54701,                 1.0682,               0.001387,               0.001387,               0.001387
                    176,                0.32273,                0.40574,                0.21613,                0.81353,                0.93349,                0.90316,                0.93676,                0.79878,                0.90647,                0.91891,                0.93261,                0.71578,                0.76098,                 1.1035,                0.54722,                 1.0681,              0.0013375,              0.0013375,              0.0013375
                    177,                0.32163,                0.40424,                0.21444,                0.81265,                0.93365,                0.90295,                0.93667,                0.79843,                0.90662,                0.91894,                0.93255,                 0.7148,                 0.7604,                 1.1062,                0.54631,                 1.0678,               0.001288,               0.001288,               0.001288
                    178,                0.31887,                0.40021,                0.21325,                0.81287,                0.93374,                0.90291,                0.93653,                 0.7986,                0.90662,                  0.919,                 0.9326,                0.71551,                0.75996,                 1.1084,                0.54653,                 1.0671,              0.0012385,              0.0012385,              0.0012385
                    179,                0.31728,                 0.4009,                0.21357,                0.81183,                0.93403,                0.90297,                0.93666,                0.79836,                0.90667,                0.91898,                 0.9331,                0.71636,                0.76031,                 1.1115,                0.54629,                 1.0673,               0.001189,               0.001189,               0.001189
                    180,                0.31709,                0.40075,                0.21238,                0.81431,                0.93392,                0.90325,                0.93653,                0.79824,                0.90662,                0.91907,                0.93307,                0.71565,                0.75965,                 1.1134,                0.54759,                 1.0666,              0.0011395,              0.0011395,              0.0011395
                    181,                 0.3139,                0.39356,                0.21055,                 0.8117,                0.93399,                0.90359,                0.93652,                0.79811,                 0.9066,                0.91902,                0.93308,                 0.7153,                0.75949,                 1.1165,                0.54678,                 1.0669,                0.00109,                0.00109,                0.00109
                    182,                0.31192,                0.39823,                0.20956,                0.81068,                 0.9329,                  0.904,                 0.9365,                0.79869,                 0.9067,                0.91897,                0.93308,                0.71503,                0.75946,                 1.1191,                0.54748,                  1.067,              0.0010405,              0.0010405,              0.0010405
                    183,                0.31121,                0.38983,                0.20905,                0.81139,                0.93235,                0.90408,                0.93638,                0.79895,                0.90673,                0.91905,                 0.9331,                0.71658,                0.75946,                 1.1212,                0.54799,                 1.0676,               0.000991,               0.000991,               0.000991
                    184,                 0.3087,                 0.3883,                0.20736,                0.81093,                0.93217,                0.90402,                0.93642,                0.79877,                0.90687,                0.91903,                0.93317,                 0.7172,                0.76088,                  1.124,                0.54757,                 1.0699,              0.0009415,              0.0009415,              0.0009415
                    185,                0.30933,                0.38978,                0.20708,                0.81222,                0.93085,                0.90428,                0.93661,                0.79893,                0.90685,                0.91903,                0.93339,                0.71725,                0.75958,                 1.1271,                0.54775,                 1.0677,               0.000892,               0.000892,               0.000892
                    186,                 0.3065,                0.38772,                 0.2057,                0.81043,                0.93006,                0.90507,                0.93686,                0.79882,                 0.9069,                0.91907,                0.93342,                0.71805,                0.76058,                 1.1309,                0.54742,                 1.0711,              0.0008425,              0.0008425,              0.0008425
                    187,                0.30291,                 0.3811,                0.20344,                0.80986,                0.92927,                0.90523,                0.93682,                0.79935,                0.90646,                0.91866,                0.93327,                0.71813,                0.76014,                 1.1335,                0.54787,                 1.0709,               0.000793,               0.000793,               0.000793
                    188,                  0.301,                0.37906,                0.20278,                0.80885,                0.92874,                0.90528,                0.93706,                0.79932,                0.90631,                0.91867,                0.93354,                0.71843,                0.76003,                 1.1364,                0.54775,                 1.0708,              0.0007435,              0.0007435,              0.0007435
                    189,                0.30023,                0.38015,                 0.2023,                 0.8083,                0.93248,                0.90289,                0.93673,                0.80002,                 0.9059,                0.91738,                 0.9334,                0.71789,                0.75844,                 1.1394,                 0.5479,                 1.0678,               0.000694,               0.000694,               0.000694
                    190,                0.30022,                0.38045,                0.20251,                0.80962,                0.93146,                0.90302,                0.93679,                 0.8001,                0.90671,                0.91731,                0.93388,                0.71802,                0.75835,                  1.142,                0.54751,                  1.068,              0.0006445,              0.0006445,              0.0006445
                    191,                0.28185,                0.33817,                0.18318,                0.78967,                   0.91,                0.91787,                0.93563,                0.79917,                0.90665,                0.91725,                0.93331,                0.71616,                0.75761,                 1.1446,                0.54673,                 1.0679,               0.000595,               0.000595,               0.000595
                    192,                 0.2788,                0.33182,                0.18132,                0.78788,                0.91003,                0.91837,                0.93556,                0.79925,                0.90659,                0.91712,                0.93312,                0.71603,                0.75811,                 1.1477,                 0.5479,                 1.0688,              0.0005455,              0.0005455,              0.0005455
                    193,                0.27215,                0.32875,                0.17765,                0.78669,                 0.9113,                0.91956,                 0.9368,                0.80014,                0.90667,                0.91717,                 0.9331,                0.71614,                0.75811,                 1.1507,                0.54767,                 1.0691,               0.000496,               0.000496,               0.000496
                    194,                0.27164,                0.32427,                0.17747,                0.78729,                0.90958,                0.91765,                0.93507,                0.79924,                0.90677,                0.91704,                0.93291,                 0.7159,                0.75817,                 1.1539,                0.54723,                 1.0699,              0.0004465,              0.0004465,              0.0004465
                    195,                0.26775,                0.32191,                0.17542,                0.78667,                0.90964,                0.91757,                0.93494,                0.79937,                0.90681,                 0.9172,                0.93288,                0.71509,                0.75807,                 1.1557,                0.54612,                 1.0698,               0.000397,               0.000397,               0.000397
                    196,                0.26723,                0.31963,                0.17445,                0.78652,                0.90984,                0.91757,                0.93505,                 0.7991,                0.90685,                0.91717,                0.93299,                0.71596,                0.75794,                 1.1588,                0.54692,                 1.0703,              0.0003475,              0.0003475,              0.0003475
                    197,                0.26699,                0.32084,                0.17447,                0.78625,                0.91049,                0.91814,                0.93501,                0.79923,                0.90715,                0.91709,                0.93254,                0.71602,                0.75777,                 1.1637,                0.54642,                 1.0703,               0.000298,               0.000298,               0.000298
                    198,                0.26217,                0.31694,                 0.1713,                0.78581,                0.91059,                0.91801,                0.93513,                0.79931,                0.90727,                0.91693,                0.93253,                0.71563,                0.75771,                 1.1673,                0.54693,                 1.0706,              0.0002485,              0.0002485,              0.0002485
                    199,                  0.262,                0.31499,                 0.1711,                0.78493,                0.91123,                0.91845,                0.93552,                0.79974,                0.90737,                0.91662,                0.93234,                0.71581,                0.75791,                 1.1696,                 0.5463,                 1.0711,               0.000199,               0.000199,               0.000199
                    200,                0.25929,                0.30825,                0.16977,                0.78332,                0.91067,                0.91775,                0.93502,                 0.7999,                0.90645,                0.91503,                0.93177,                0.71694,                0.75783,                 1.1734,                0.54661,                 1.0712,              0.0001495,              0.0001495,              0.0001495
