filename,object_id,class,confidence,Index,GPS
/Users/fredericdai/Desktop/Projet/images test/test/5b_jpg.rf.9fb3d011784aa40cd443349d9797e90d.jpg,phy_med_3,phy_med,0.8922445774078369,IMG_4,-
/Users/fredericdai/Desktop/Projet/images test/test/5b_jpg.rf.9fb3d011784aa40cd443349d9797e90d.jpg,line1_17,line1,0.9092773199081421,IMG_4,-
/Users/fredericdai/Desktop/Projet/images test/test/5b_jpg.rf.9fb3d011784aa40cd443349d9797e90d.jpg,diamond_1,diamond,0.9056663513183594,IMG_4,-
/Users/fredericdai/Desktop/Projet/images test/test/5b_jpg.rf.9fb3d011784aa40cd443349d9797e90d.jpg,diamond_2,diamond,0.8963224291801453,IMG_4,-
/Users/fredericdai/Desktop/Projet/images test/test/5b_jpg.rf.9fb3d011784aa40cd443349d9797e90d.jpg,line1_18,line1,0.8897169232368469,IMG_4,-
/Users/fredericdai/Desktop/Projet/images test/test/5b_jpg.rf.9fb3d011784aa40cd443349d9797e90d.jpg,line1_19,line1,0.7900773882865906,IMG_4,-
/Users/fredericdai/Desktop/Projet/images test/test/5b_jpg.rf.9fb3d011784aa40cd443349d9797e90d.jpg,line1_20,line1,0.5455525517463684,IMG_4,-
/Users/fredericdai/Desktop/Projet/images test/test/1.jpg,traffic light_1,traffic light,0.6398354172706604,IMG_5,-
/Users/fredericdai/Desktop/Projet/images test/test/1.jpg,traffic light_2,traffic light,0.553747296333313,IMG_5,-
/Users/fredericdai/Desktop/Projet/images test/test/1.jpg,traffic sign_6,traffic sign,0.37544095516204834,IMG_5,-
/Users/fredericdai/Desktop/Projet/images test/test/1.jpg,sidewalk_3,sidewalk,0.807666003704071,IMG_5,-
/Users/fredericdai/Desktop/Projet/images test/test/1.jpg,crossing_8,crossing,0.7761388421058655,IMG_5,-
/Users/fredericdai/Desktop/Projet/images test/test/1.jpg,crossing_9,crossing,0.3032986521720886,IMG_5,-
/Users/fredericdai/Desktop/Projet/images test/test/1.jpg,crossing_10,crossing,0.8869051337242126,IMG_5,-
